artist,born-died,period,school,url,base,nationality
"SPAVENTO, Giorgio",(c. 1440-1509),High Renaissance,architect,https://www.wga.hu/html/s/spavento/index.html,Venice,Italian
"SPECCHI, Alessandro",(1668-1729),Baroque,architect,https://www.wga.hu/html/s/specchi/index.html,Rome,Italian
"SPEECKAERT, Hans",(c. 1540-1577),Mannerism,painter,https://www.wga.hu/html/s/speeckae/index.html,Rome,Flemish
"SPEECKAERT, Michel Joseph",(1748-1838),Rococo,painter,https://www.wga.hu/html/s/speeckaf/index.html,Brussels,Flemish
"SPEETH, Peter",(1772-1831),Romanticism,architect,https://www.wga.hu/html/s/speeth/index.html,Germany,German
"SPELT, Adrian van der",(c. 1630-1673),Baroque,painter,https://www.wga.hu/html/s/spelt/index.html,Netherlands,Dutch
SPERANDIO SAVELLI,(c. 1425-c. 1504),Early Renaissance,sculptor,https://www.wga.hu/html/s/sperandi/index.html,Italy,Italian
"SPIEGLER, Franz Joseph",(1691- 1756),Baroque,painter,https://www.wga.hu/html/s/spiegler/index.html,Germany,German
"SPIERINCKX, Pieter",(1635-1711),Baroque,painter,https://www.wga.hu/html/s/spierinc/index.html,Antwerp,Flemish
"SPIERING, François",(c. 1549-1631),Mannerism,tapestry,https://www.wga.hu/html/s/spiering/index.html,Delft,Flemish
"SPINAZZI, Innocenzo",(1726-1798),Baroque,sculptor,https://www.wga.hu/html/s/spinazzi/index.html,Florence,Italian
"SPINELLI, Giovanni Battista",(active c.1630-1660),Baroque,painter,https://www.wga.hu/html/s/spinelli/index.html,Naples,Italian
"SPINELLI, Niccolò di Forzore",(1430-1514),Early Renaissance,sculptor,https://www.wga.hu/html/s/spinello/spinelln/index.html,Florence,Italian
"SPINELLI, Parri",(1387-c. 1452),Early Renaissance,painter,https://www.wga.hu/html/s/spinello/parri/index.html,Arezzo,Italian
SPINELLO ARETINO,(c. 1345-1410),Medieval,painter,https://www.wga.hu/html/s/spinello/spinello/index.html,Italy,Italian
"SPITZWEG, Carl",(1808-1885),Romanticism,painter,https://www.wga.hu/html/s/spitzweg/index.html,Munich,German
"SPRANGER, Bartholomaeus",(1546-1611),Mannerism,painter,https://www.wga.hu/html/s/spranger/index.html,Prague,Flemish
"SQUARCIONE, Francesco",(1397-1468),Early Renaissance,painter,https://www.wga.hu/html/s/squarcio/index.html,Padua,Italian
"STALBEMT, Adriaen van",(1580-1622),Baroque,painter,https://www.wga.hu/html/s/stalbemt/index.html,Antwerp,Flemish
"STALBURCH, Jan van",(active 1555-1562),Mannerism,graphic,https://www.wga.hu/html/s/stalburc/index.html,Leuven,Flemish
"STAMMEL, Josef Thaddäus",(1695-1765),Baroque,sculptor,https://www.wga.hu/html/s/stammel/index.html,Admont,Austrian
"STANCHI, Giovanni",(1608- c. 1673),Baroque,painter,https://www.wga.hu/html/s/stanchi/index.html,Rome,Italian
"STANFIELD, Clarkson",(1793-1867),Romanticism,painter,https://www.wga.hu/html/s/stanfiel/index.html,England,English
"STANISŁAWSKI, Jan",(1860-1907),Impressionism,painter,https://www.wga.hu/html/s/stanisla/index.html,Cracow,Polish
"STANLEY, Carl Frederik",(1738-1813),Neoclassicism,sculptor,https://www.wga.hu/html/s/stanley/index.html,Copenhagen,Danish
"STANZIONE, Massimo",(1585-1656),Baroque,painter,https://www.wga.hu/html/s/stanzion/index.html,Naples,Italian
"STAPPEN, Charles van der",(1843-1910),Art Nouveau,sculptor,https://www.wga.hu/html/s/stappen/index.html,Brussels,Belgian
"STARNINA, Gherardo di Jacopo",(c. 1354-1409/13),Medieval,painter,https://www.wga.hu/html/s/starnina/index.html,Florence,Italian
"STAROV, Ivan",(1745-1808),Neoclassicism,architect,https://www.wga.hu/html/s/starov/index.html,St.Petersburg,Russian
"STARR, Sidney",(1857-1925),Impressionism,painter,https://www.wga.hu/html/s/starr/index.html,NewYork,English
"STATI, Cristoforo",(1556-1619),Mannerism,sculptor,https://www.wga.hu/html/s/stati/index.html,Italy,Italian
"STAZIO, Abbondio",(1663-1757),Rococo,sculptor,https://www.wga.hu/html/s/stazio/index.html,Venice,Italian
"STEEN, Jan",(1626-1679),Baroque,painter,https://www.wga.hu/html/s/steen/index.html,Leiden,Dutch
"STEEN, Jan van der",(1635-1700),Baroque,sculptor,https://www.wga.hu/html/s/steen_j/index.html,Mechelen,Flemish
"STEENWIJCK, Harmen",(1612-1656),Baroque,painter,https://www.wga.hu/html/s/steenwij/harmen/index.html,Leiden,Dutch
"STEENWIJCK, Pieter",(c. 1615-c. 1656),Baroque,painter,https://www.wga.hu/html/s/steenwij/pieter/index.html,Delft,Dutch
"STEENWIJK, Hendrick van the Elder",(c. 1550-1603),Northern Renaissance,painter,https://www.wga.hu/html/s/steenwyc/hendric1/index.html,FrankfurtamMain,Flemish
"STEENWIJK, Hendrick van the Younger",(c. 1580-1649),Baroque,painter,https://www.wga.hu/html/s/steenwyc/hendric2/index.html,Flanders,Flemish
"STEENWIJK, Susanna van",(1580s-c. 1653),Baroque,painter,https://www.wga.hu/html/s/steenwyc/susanna/index.html,Leiden,Dutch
"STEENWINCKEL, Hans van, the Younger",(1587-1639),Northern Renaissance,architect,https://www.wga.hu/html/s/steenwin/index.html,Copenhagen,Danish
"STEER, Philip Wilson",(1860-1942),Impressionism,painter,https://www.wga.hu/html/s/steer/index.html,London,English
STEFANO DA ZEVIO,(c. 1375-1451),Early Renaissance,painter,https://www.wga.hu/html/s/stefano/index.html,Verona,Italian
STEFANO DI SANT'AGNESE,(active 1360-80),Medieval,painter,https://www.wga.hu/html/s/stefanos/index.html,Venice,Italian
"STEINBACH, Erwin von",(c. 1244-1318),Medieval,architect,https://www.wga.hu/html/s/steinbac/index.html,Strasbourg,German
"STEINFELD, Franz",(1787-1868),Romanticism,painter,https://www.wga.hu/html/s/steinfel/index.html,Austria,Austrian
"STEINL, Matthias",(c. 1644-1727),Baroque,sculptor,https://www.wga.hu/html/s/steinl/index.html,Austria,Austrian
"STEINLE, Edward Jakob von",(1810-1886),Romanticism,painter,https://www.wga.hu/html/s/steinle/index.html,Germany,German
"STEINLEN, Théophile Alexandre",(1859-1923),Realism,graphic,https://www.wga.hu/html/s/steinlen/index.html,Paris,French
"STEINMEYER, Johann Gottfried",(c. 1780-c. 1851),Neoclassicism,architect,https://www.wga.hu/html/s/steinmey/index.html,Putbus,German
"STELLA, Fermo da Caravaggio",(c. 1490-c. 1562),High Renaissance,painter,https://www.wga.hu/html/s/stella_f/index.html,Lombardy,Italian
"STELLA, Jacques",(1596-1657),Baroque,painter,https://www.wga.hu/html/s/stella/index.html,France,French
"STELLA, Paolo",(d. 1552),Northern Renaissance,architect,https://www.wga.hu/html/s/stella_p/index.html,Bohemia,Italian
"STERN, Ignaz",(1679-1748),Baroque,painter,https://www.wga.hu/html/s/stern/ignaz/index.html,Italy,German
"STERN, Ludovico",(1709-1777),Baroque,painter,https://www.wga.hu/html/s/stern/ludovico/index.html,Rome,Italian
"STERN, Raffaele",(1774-1820),Neoclassicism,architect,https://www.wga.hu/html/s/stern/raffaele/index.html,Rome,Italian
"STETTER, Wilhelm",(c. 1487-1552),Northern Renaissance,painter,https://www.wga.hu/html/s/stetter/index.html,Strasbourg,German
"STEVENS, Alfred",(1823-1906),Realism,painter,https://www.wga.hu/html/s/steven_b/index.html,Paris,Belgian
"STEVENS, Alfred",(1817-1875),Realism,sculptor,https://www.wga.hu/html/s/steven_a/index.html,England,English
"STEVENS, Pieter",(c. 1567-c. 1624),Baroque,painter,https://www.wga.hu/html/s/stevens/index.html,Flanders,Flemish
"STEVENSON, David Watson",(1842-1904),Realism,sculptor,https://www.wga.hu/html/s/stevenso/index.html,Edinburgh,Scottish
"STIELER, Karl Joseph",(1781-1858),Romanticism,painter,https://www.wga.hu/html/s/stieler/index.html,Germany,German
"STIMMER, Tobias",(1539-1584),Mannerism,graphic,https://www.wga.hu/html/s/stimmer/index.html,Switzerland,Swiss
"STOCK, Andries Jacobsz.",(c. 1580-after 1648),Baroque,graphic,https://www.wga.hu/html/s/stock/index.html,Netherlands,Dutch
"STOCKT, Vrancke van der",(c. 1420-1495),Northern Renaissance,painter,https://www.wga.hu/html/s/stockt/index.html,Flanders,Flemish
"STOFFE, Jan Jacobsz. van der",(c. 1611-1682),Baroque,painter,https://www.wga.hu/html/s/stoffe/index.html,Leiden,Dutch
"STOM, Antonio",(1688-1734),Baroque,painter,https://www.wga.hu/html/s/stom_a/index.html,Venice,Italian
"STOM, Matthias",(c. 1600-after 1650),Baroque,painter,https://www.wga.hu/html/s/stom/index.html,Netherlands,Dutch
"STONE, Nicholas the Elder",(1586-1647),Baroque,sculptor,https://www.wga.hu/html/s/stone/index.html,England,English
"STOOP, Dirck Willemsz.",(c. 1618-1686),Baroque,painter,https://www.wga.hu/html/s/stoop/dirck/index.html,Utrecht,Dutch
"STOOP, Maerten",(1620-1647),Baroque,painter,https://www.wga.hu/html/s/stoop/maerten/index.html,Netherlands,Dutch
"STORCK, Abraham",(1644-1708),Baroque,painter,https://www.wga.hu/html/s/storck/abraham/index.html,Amsterdam,Dutch
"STORCK, Jacobus",(1641-1688),Baroque,painter,https://www.wga.hu/html/s/storck/jacobus/index.html,Amsterdam,Dutch
"STORR, Paul",(1771-1844),Neoclassicism,goldsmith,https://www.wga.hu/html/s/storr/index.html,London,English
"STORY, William Wetmore",(1819-1895),Realism,sculptor,https://www.wga.hu/html/s/story/index.html,Rome,American
"STOSKOPFF, Sébastien",(1597-1657),Baroque,painter,https://www.wga.hu/html/s/stoskopf/index.html,Strasbourg,French
"STOSS, Veit",(c. 1438-1533),Northern Renaissance,sculptor,https://www.wga.hu/html/s/stoss/index.html,Germany,German
"STOUF, Jean-Baptiste",(1742-1826),Neoclassicism,sculptor,https://www.wga.hu/html/s/stouf/index.html,Paris,French
"STRADA, Jacopo",(c. 1515-1588),Mannerism,architect,https://www.wga.hu/html/s/strada/index.html,Italy,Italian
"STRADANUS, Johannes",(1523-1605),Mannerism,painter,https://www.wga.hu/html/s/stradanu/index.html,Italy,Flemish
"STRAETEN, Charles van der",(1771-1834),Neoclassicism,architect,https://www.wga.hu/html/s/straeten/index.html,Flanders,Flemish
"STRANOVER, Tobias",(1684-after 1731),Baroque,painter,https://www.wga.hu/html/s/stranove/index.html,London,Other
"STRATHMANN, Carl",(1866-1939),Art Nouveau,painter,https://www.wga.hu/html/s/strathma/index.html,Munich,German
"STRAUB, Johann Baptist",(1705-1784),Rococo,sculptor,https://www.wga.hu/html/s/straub/index.html,Germany,German
"STRAUVEN, Gustave",(1878-1919),Art Nouveau,architect,https://www.wga.hu/html/s/strauven/index.html,Brussels,Belgian
"STREECK, Hendrick van",(1659-c. 1719),Baroque,painter,https://www.wga.hu/html/s/streeck/hendrick/index.html,Amsterdam,Dutch
"STREECK, Juriaen van",(1632-1687),Baroque,painter,https://www.wga.hu/html/s/streeck/juriaen/index.html,Amsterdam,Dutch
"STRIGEL, Bernhard",(1460-1528),Northern Renaissance,painter,https://www.wga.hu/html/s/strigel/bernhard/index.html,Swabia,German
"STRIGEL, Hans II",(active 1450-1480),Northern Renaissance,painter,https://www.wga.hu/html/s/strigel/hans/index.html,Swabia,German
"STRIJ, Abraham van, I",(1753-1826),Baroque,painter,https://www.wga.hu/html/s/strij/abraham/index.html,Dordrecht,Dutch
"STRIJ, Jacob van",(1756-1815),Baroque,painter,https://www.wga.hu/html/s/strij/jacob/index.html,Dordrecht,Dutch
"STRINDBERG, August",(1849-1912),Realism,painter,https://www.wga.hu/html/s/strindbe/index.html,Sweden,Swedish
"STRINGER, Francis",(active 1760-1778),Rococo,painter,https://www.wga.hu/html/s/stringe/index.html,England,English
"STRINGER, Thomas",(1722-1790),Rococo,painter,https://www.wga.hu/html/s/stringer/index.html,Knutsford,English
"STROOBANT, François",(1819-1916),Realism,painter,https://www.wga.hu/html/s/strooban/index.html,Belgium,Belgian
"STROZZI, Bernardo",(1581-1644),Baroque,painter,https://www.wga.hu/html/s/strozzi/index.html,Genoa,Italian
"STROZZI, Zanobi",(1412-1468),Early Renaissance,painter,https://www.wga.hu/html/s/strozziz/index.html,Florence,Italian
"STRUDEL, Paul",(1648-1708),Baroque,sculptor,https://www.wga.hu/html/s/strudel/index.html,Vienna,Austrian
"STRÉSOR, Henri",(c. 1613-1679),Baroque,painter,https://www.wga.hu/html/s/stresor/index.html,Paris,French
"STRÓBL, Alajos",(1856-1926),Realism,sculptor,https://www.wga.hu/html/s/strobl/index.html,Budapest,Hungarian
"STRÖHLING, Eduard",(1768-after 1826),Realism,painter,https://www.wga.hu/html/s/strohlin/index.html,London,German
"STUART, Gilbert",(1755-1828),Rococo,painter,https://www.wga.hu/html/s/stuart/index.html,United States,American
"STUART, James",(1713-1788),Neoclassicism,architect,https://www.wga.hu/html/s/stuart_j/index.html,England,English
"STUBBS, George",(1724-1806),Rococo,painter,https://www.wga.hu/html/s/stubbs/index.html,England,English
"STUCK, Franz von",(1863-1928),Impressionism,painter,https://www.wga.hu/html/s/stuck/index.html,Munich,German
"STÜLER, Friedrich August",(1800-1865),Romanticism,architect,https://www.wga.hu/html/s/stuler/index.html,Germany,German
"SUBLEYRAS, Pierre",(1699-1749),Baroque,painter,https://www.wga.hu/html/s/subleyra/index.html,France,French
"SULLIVAN, Louis Henry",(1856-1924),Realism,architect,https://www.wga.hu/html/s/sullivan/index.html,Chicago,American
"SULLY, Thomas",(1783-1872),Romanticism,painter,https://www.wga.hu/html/s/sully/index.html,United States,American
"SURUGUE, Louis",(c. 1686-1762),Baroque,graphic,https://www.wga.hu/html/s/surugue/louis/index.html,France,French
"SURUGUE, Pierre",(1728-1786),Rococo,sculptor,https://www.wga.hu/html/s/surugue/pierre/index.html,Paris,French
"SUSENIER, Abraham",(c. 1620-c. 1668),Baroque,painter,https://www.wga.hu/html/s/susenier/index.html,Dordrecht,Dutch
"SUSINI, Antonio",(before 1580-1624),Baroque,sculptor,https://www.wga.hu/html/s/susini/antonio/index.html,Florence,Italian
"SUSINI, Francesco",(1585-1653),Baroque,sculptor,https://www.wga.hu/html/s/susini/francesc/index.html,Florence,Italian
"SUSTERMANS, Justus",(1597-1681),Baroque,painter,https://www.wga.hu/html/s/susterma/index.html,Flanders,Flemish
"SUSTRIS, Friedrich",(c. 1540-1599),Mannerism,painter,https://www.wga.hu/html/s/sustris/friedric/index.html,Bavaria,Dutch
"SUSTRIS, Lambert",(c. 1515-after 1560),Mannerism,painter,https://www.wga.hu/html/s/sustris/lambert/index.html,Netherlands,Dutch
"SUVÉE, Joseph-Benoit",(1743-1807),Neoclassicism,painter,https://www.wga.hu/html/s/suvee/index.html,Flanders,Flemish
"SUYS, Léon-Pierre",(1823-1887),Neoclassicism,architect,https://www.wga.hu/html/s/suys/son/index.html,Belgium,Belgian
"SUYS, Tilman-François",(1783-1864),Neoclassicism,architect,https://www.wga.hu/html/s/suys/father/index.html,Belgium,Belgian
"SUZOR-COTÉ, Marc Aurèle de Foy",(1869-1937),Impressionism,painter,https://www.wga.hu/html/s/suzor/index.html,Other,Other
"SWAINE, Francis",(c. 1720-1782),Rococo,painter,https://www.wga.hu/html/s/swaine/index.html,London,English
"SWAMMERDAM, Jan",(1637-1680),Baroque,graphic,https://www.wga.hu/html/s/swammerd/index.html,Amsterdam,Dutch
"SWANENBURG, Isaac Claesz. van",(1537-1614),Baroque,painter,https://www.wga.hu/html/s/swanenbu/isaac/index.html,Leiden,Netherlandish
"SWANENBURG, Willem Isaacsz. van",(1580-1612),Baroque,graphic,https://www.wga.hu/html/s/swanenbu/willem/index.html,Leiden,Netherlandish
"SWANEVELT, Herman van",(c. 1600-1655),Baroque,painter,https://www.wga.hu/html/s/swanevel/index.html,Netherlands,Dutch
"SWART VAN GRONINGEN, Jan",(c. 1500-c. 1560),Northern Renaissance,graphic,https://www.wga.hu/html/s/swart/index.html,Netherlandish,Netherlandish
"SWEERTS, Michiel",(1618-1664),Baroque,painter,https://www.wga.hu/html/s/sweerts/index.html,Flanders,Flemish
"SWOBODA, Rudolph Der G.",(1859-1914),Realism,painter,https://www.wga.hu/html/s/swoboda/index.html,Austria,Austrian
"SWOL, Ambrosius van",(active 1640-1680),Baroque,sculptor,https://www.wga.hu/html/s/swol/index.html,Utrecht,Dutch
"SYRLIN, Jörg the Elder",(1420s-1481),Northern Renaissance,sculptor,https://www.wga.hu/html/s/syrlin/index.html,Ulm,German
"SZINYEI MERSE, Pál",(1845-1920),Impressionism,painter,https://www.wga.hu/html/s/szinyei/index.html,Hungary,Hungarian
"SZÉKELY, Bertalan",(1835-1910),Realism,painter,https://www.wga.hu/html/s/szekely/index.html,Hungary,Hungarian
"SÉROUX D'AGINCOURT, Jean-Baptiste",(1730-1814),Rococo,graphic,https://www.wga.hu/html/s/seroux/index.html,Rome,French
"SÉRUSIER, Paul",(1864-1927),Impressionism,painter,https://www.wga.hu/html/s/serusier/index.html,France,French
"SØDRING, Frederik Hansen",(1809-1862),Romanticism,painter,https://www.wga.hu/html/s/sodring/index.html,Denmark,Danish
"TACCA, Ferdinando",(1619-1686),Baroque,sculptor,https://www.wga.hu/html/t/tacca/son/index.html,Florence,Italian
"TACCA, Pietro",(1577-1640),Baroque,sculptor,https://www.wga.hu/html/t/tacca/father/index.html,Florence,Italian
TADDEO DI BARTOLO,(1362/63-1422),Medieval,painter,https://www.wga.hu/html/t/taddeo/index.html,Siena,Italian
"TADOLINI, Scipione",(1822-1892),Realism,sculptor,https://www.wga.hu/html/t/tadolini/index.html,Rome,Italian
"TALENTI, Francesco",(c. 1300-after 1369),Medieval,architect,https://www.wga.hu/html/t/talenti/francesc/index.html,Florence,Italian
"TALENTI, Simone",(c. 1330-after 1383),Medieval,architect,https://www.wga.hu/html/t/talenti/simone/index.html,Florence,Italian
"TALPA, Bartolo",(active c. 1495),Early Renaissance,sculptor,https://www.wga.hu/html/t/talpa/index.html,Mantua,Italian
"TAMAGNI, Vincenzo",(1492-1530),High Renaissance,painter,https://www.wga.hu/html/t/tamagni/index.html,SanGimignano,Italian
"TAMM, Franz Werner von",(1658-1724),Baroque,painter,https://www.wga.hu/html/t/tamm/index.html,Germany,German
TANZIO DA VARALLO,(c. 1580-c. 1632),Baroque,painter,https://www.wga.hu/html/t/tanzio/index.html,Italy,Italian
"TARAVAL, Guillaume-Thomas-Raphaël",(1701-1750),Baroque,painter,https://www.wga.hu/html/t/taraval/guillaum/index.html,Stockholm,French
"TARAVAL, Hugues",(1729-1785),Rococo,painter,https://www.wga.hu/html/t/taraval/hugues/index.html,Paris,French
"TARAVAL, Louis-Gustave",(1738-1794),Neoclassicism,graphic,https://www.wga.hu/html/t/taraval/louis/index.html,France,French
"TARBELL, Edmund Charles",(1862-1938),Impressionism,painter,https://www.wga.hu/html/t/tarbell/index.html,United States,American
"TARCHIANI, Filippo",(1576-1645),Baroque,painter,https://www.wga.hu/html/t/tarchian/index.html,Florence,Italian
"TARDIEU, Nicolas-Henry",(1674-1749),Baroque,graphic,https://www.wga.hu/html/t/tardieu/index.html,Paris,French
"TARGONE, Cesare",(active 1575-1590),Mannerism,goldsmith,https://www.wga.hu/html/t/targone/index.html,Italy,Italian
"TARSIA, Antonio",(c. 1662-1739),Baroque,sculptor,https://www.wga.hu/html/t/tarsia/index.html,Venice,Austrian
"TARUFFI, Emilio",(1633-1696),Baroque,painter,https://www.wga.hu/html/t/taruffi/index.html,Bologna,Italian
"TASSAERT, Jean-Pierre-Antoine",(1727-1788),Rococo,sculptor,https://www.wga.hu/html/t/tassaert/jean/index.html,Flanders,Flemish
"TASSAERT, Octave",(1800-1874),Romanticism,painter,https://www.wga.hu/html/t/tassaert/octave/index.html,France,French
"TASSEL, Jean",(1608-1667),Baroque,painter,https://www.wga.hu/html/t/tassel/index.html,Langres,French
"TASSELLI, Domenico",active 1500-1550,High Renaissance,painter,https://www.wga.hu/html/t/tasselli/index.html,Italy,Italian
"TASSI, Agostino",(1578-1644),Baroque,painter,https://www.wga.hu/html/t/tassi/index.html,Rome,Italian
"TAUNAY, Nicolas Antoine",(1755-1830),Rococo,painter,https://www.wga.hu/html/t/taunay/index.html,France,French
"TEERLINC, Levina",c. 1515-1576),Mannerism,miniaturist,https://www.wga.hu/html/t/teerlinc/index.html,London,Flemish
"TELEPY, Károly",(1828-1906),Romanticism,painter,https://www.wga.hu/html/t/telepy/index.html,Hungary,Hungarian
"TEMANZA, Tommaso",(1705-1789),Rococo,architect,https://www.wga.hu/html/t/temanza/index.html,Venice,Italian
"TEMPEL, Abraham van den",(1622/23-1672),Baroque,painter,https://www.wga.hu/html/t/tempel/index.html,Amsterdam,Dutch
"TEMPESTA, Antonio",(1555-1630),Baroque,painter,https://www.wga.hu/html/t/tempesta/index.html,Florence,Italian
"TENERANI, Pietro",(1789-1869),Neoclassicism,sculptor,https://www.wga.hu/html/t/tenerani/index.html,Italy,Italian
"TENGNAGEL, Jan",(1584-1635),Baroque,painter,https://www.wga.hu/html/t/tengnage/index.html,Amsterdam,Dutch
"TENIERS, Abraham",(1629-1670),Baroque,painter,https://www.wga.hu/html/t/teniers/abraham/index.html,Antwerp,Flemish
"TENIERS, David the Elder",(1582-1649),Baroque,painter,https://www.wga.hu/html/t/teniers/jan1/index.html,Antwerp,Flemish
"TENIERS, David the Younger",(1610-1690),Baroque,painter,https://www.wga.hu/html/t/teniers/jan2/index.html,Antwerp,Flemish
"TERBORCH, Gerard",(1617-1681),Baroque,painter,https://www.wga.hu/html/t/terborch/index.html,Deventer,Dutch
"TERBRUGGHEN, Hendrick",(1588-1629),Baroque,painter,https://www.wga.hu/html/t/terbrugg/index.html,Utrecht,Dutch
"TERILLI, Francesco",(active 1610-1630),Baroque,sculptor,https://www.wga.hu/html/t/terilli/index.html,Feltre,Italian
"TERRENI, Giuseppe Maria",(1739-1811),Neoclassicism,painter,https://www.wga.hu/html/t/terreni/index.html,Livorno,Italian
"TERZIO, Francesco",(c. 1523-1591),Mannerism,painter,https://www.wga.hu/html/t/terzio/index.html,Vienna,Italian
"TESSIN, Nicodemus the Elder",(1615-1681),Baroque,architect,https://www.wga.hu/html/t/tessin/elder/index.html,Stockholm,Swedish
"TESSIN, Nicodemus the Younger",(1654-1728),Baroque,architect,https://www.wga.hu/html/t/tessin/younger/index.html,Stockholm,Swedish
"TESTA, Pietro",(1611-1650),Baroque,painter,https://www.wga.hu/html/t/testa/index.html,Rome,Italian
"TESTARD, François Martin",(active 1790-1819),Neoclassicism,graphic,https://www.wga.hu/html/t/testard/index.html,Paris,French
"TESTELIN, Henri",(1616-1695),Baroque,painter,https://www.wga.hu/html/t/testelin/index.html,France,French
"TETRODE, Willem Danielsz van",(c. 1525-c. 1587),Mannerism,sculptor,https://www.wga.hu/html/t/tetrode/index.html,Netherlandish,Netherlandish
"TEYLER, Johannes",(1648-before 1709),Baroque,graphic,https://www.wga.hu/html/t/teyler/index.html,Nijmegen,Dutch
"THAULOW, Fritz",(1847-1906),Realism,painter,https://www.wga.hu/html/t/thaulow/index.html,Norway,Norwegian
THEOPHANES the Cretan,(active 1527-1559),Medieval,painter,https://www.wga.hu/html/t/theophax/index.html,Crete,Greek
THEOPHANES the Greek,(c. 1340-c. 1410,Medieval,painter,https://www.wga.hu/html/t/theophan/index.html,Russia,Greek
"THEOTOKOPOULOS, Jorge Manuel",(1578-1631),Mannerism,painter,https://www.wga.hu/html/t/theotoko/index.html,Toledo,Spanish
"THEVET, André",(1516-1592),Mannerism,graphic,https://www.wga.hu/html/t/thevet/index.html,Paris,French
"THIELE, Johann Alexander",(1685-1752),Baroque,painter,https://www.wga.hu/html/t/thiele/index.html,Germany,German
"THIELEN, Jan Philip van",(1618-1667),Baroque,painter,https://www.wga.hu/html/t/thielen/index.html,Antwerp,Flemish
"THIENEN, Renier van",(active 1465-1498),Northern Renaissance,sculptor,https://www.wga.hu/html/t/thienen/index.html,Brussels,Flemish
"THIERRY, Jean",(1669-1739),Baroque,sculptor,https://www.wga.hu/html/t/thierry/index.html,Spain,French
"THIJS, Pieter",(c. 1624-1677),Baroque,painter,https://www.wga.hu/html/t/thijs/index.html,Antwerp,Flemish
"THIRIOT, Jean",(c. 1590-1647),Baroque,architect,https://www.wga.hu/html/t/thiriot/index.html,France,French
"THIRY, Léonard",(active 1536-1550),Mannerism,painter,https://www.wga.hu/html/t/thiry/index.html,Fontainebleau,Flemish
"THIVAERT, Daniel Janszoon",(c. 1613-1657),Baroque,painter,https://www.wga.hu/html/t/thivaert/index.html,Amsterdam,Dutch
"THOMA, Hans",(1839-1924),Realism,painter,https://www.wga.hu/html/t/thoma/index.html,Karlsruhe,German
"THOMAS VAN YPEREN, Jan",(1617-1673),Baroque,painter,https://www.wga.hu/html/t/thomas_j/index.html,Vienna,Flemish
"THOMAS, Gabriel-Jules",(1824-1905),Romanticism,sculptor,https://www.wga.hu/html/t/thomas/index.html,Paris,French
"THOMASSIN, Philippe",(1562-1622),Baroque,graphic,https://www.wga.hu/html/t/thomassi/index.html,Rome,French
"THOMIRE, Pierre-Philippe",(1751-1843),Neoclassicism,sculptor,https://www.wga.hu/html/t/thomire/index.html,Paris,French
"THOMON, Thomas de",(1754-1813),Neoclassicism,architect,https://www.wga.hu/html/t/thomon/index.html,St.Petersburg,French
"THON, Konstantin Andreyevich",(1794-1881),Romanticism,architect,https://www.wga.hu/html/t/thon/index.html,Moscow,Russian
"THONET, Michael",(1796-1871),Rococo,cabinet-maker,https://www.wga.hu/html/t/thonet/index.html,Vienna,Austrian
"THORNHILL, Sir James",(1676-1734),Baroque,painter,https://www.wga.hu/html/t/thornhil/index.html,England,English
"THORNTON, William",(1759-1828),Neoclassicism,architect,https://www.wga.hu/html/t/thornton/index.html,Washington,American
"THORVALDSEN, Bertel",(1768/70-1844),Neoclassicism,sculptor,https://www.wga.hu/html/t/thorvald/index.html,Denmark,Danish
"THULDEN, Theodor van",(1606-1669),Baroque,painter,https://www.wga.hu/html/t/thulden/index.html,Antwerp,Flemish
"THUMB, Peter",(1681-1766),Baroque,architect,https://www.wga.hu/html/t/thumb/index.html,Austria,Austrian
"THYNNE, Sir John",(c. 1515-1580),Northern Renaissance,architect,https://www.wga.hu/html/t/thynne/index.html,Longleat,English
"TIARINI, Alessandro",(1577-1668),Baroque,painter,https://www.wga.hu/html/t/tiarini/index.html,Bologna,Italian
"TIBALDI, Pellegrino",(1527-1596),Mannerism,painter,https://www.wga.hu/html/t/tibaldi/index.html,Rome,Italian
"TIECK, Christian Friedrich",(1776-1851),Neoclassicism,sculptor,https://www.wga.hu/html/t/tieck/index.html,Berlin,German
"TIELING, Lodewijk",(active 1695-1700),Baroque,painter,https://www.wga.hu/html/t/tieling/index.html,Amsterdam,Dutch
"TIELIUS, Johannes",(c. 1660-1719),Baroque,painter,https://www.wga.hu/html/t/tielius/index.html,London,Dutch
"TIEPOLO, Giovanni Battista",(1696-1770),Rococo,painter,https://www.wga.hu/html/t/tiepolo/gianbatt/index.html,Venice,Italian
"TIEPOLO, Giovanni Domenico",(1727-1804),Rococo,painter,https://www.wga.hu/html/t/tiepolo/giandome/index.html,Venice,Italian
"TIEPOLO, Lorenzo",(1736-1776),Rococo,painter,https://www.wga.hu/html/t/tiepolo/lorenzo/index.html,Venice,Italian
"TIETZ, Adam Ferdinand",(1708-1777),Rococo,sculptor,https://www.wga.hu/html/t/tietz/index.html,Austria,Austrian
"TIFFANY, Louis Comfort",(1848-1933),Impressionism,glass,https://www.wga.hu/html/t/tiffany/index.html,NewYork,American
"TILBORGH, Gillis van",(c. 1625-c.1678),Baroque,painter,https://www.wga.hu/html/t/tilborgh/index.html,Brussels,Flemish
"TILGNER, Victor Oskar",(1844-1896),Realism,sculptor,https://www.wga.hu/html/t/tilgner/index.html,Vienna,Austrian
