artist,born-died,period,school,url,base,nationality
MASTER of the Duke of Bedford,(active 1405-1435),Northern Renaissance,illuminator,https://www.wga.hu/html/m/master/bedford/index.html,Paris,French
MASTER of the Fontainebleau School,(second half 16th cent.),Mannerism,painter,https://www.wga.hu/html/m/master/fontaine/index.html,Fontainebleau,French
MASTER of the Habsburgs,(active 1490-1520),Northern Renaissance,painter,https://www.wga.hu/html/m/master/habsburg/index.html,Tyrol,Austrian
MASTER of the Hartford Still-life,(active c. 1600),Baroque,painter,https://www.wga.hu/html/m/master/hartford/index.html,Rome,Italian
MASTER of the Holy Blood,(active c. 1530),Northern Renaissance,painter,https://www.wga.hu/html/m/master/holybloo/index.html,Bruges,Flemish
MASTER of the Holy Kinship,(active 1480-1518),Northern Renaissance,painter,https://www.wga.hu/html/m/master/holykins/index.html,Cologne,German
MASTER of the Hours of Maréchal de Boucicaut,(active 1405-1420),Medieval,illuminator,https://www.wga.hu/html/m/master/boucicau/index.html,Paris,French
MASTER of the Housebook,(active 1475-90),Northern Renaissance,painter,https://www.wga.hu/html/m/master/hausbuch/index.html,Mainz,German
MASTER of the Isaac Stories,(active 1290s),Medieval,painter,https://www.wga.hu/html/m/master/isaac/index.html,Assisi,Italian
MASTER of the Joseph Sequence,(active around 1500),Northern Renaissance,painter,https://www.wga.hu/html/m/master/joseph/index.html,Brussels,Flemish
MASTER of the Lazzaroni Madonna,(active 1375-1400),Medieval,painter,https://www.wga.hu/html/m/master/lazzaron/index.html,Florence,Italian
MASTER of the Legend of Saint Barbara,(active 1470-1500),Northern Renaissance,painter,https://www.wga.hu/html/m/master/legen/index.html,Bruges,Flemish
MASTER of the Legend of Saint Catherine,(active 1470-1500),Northern Renaissance,painter,https://www.wga.hu/html/m/master/legend/index.html,Brussels,Flemish
MASTER of the Legend of Saint Lucy,(active c. 1480 - 1510),Northern Renaissance,painter,https://www.wga.hu/html/m/master/legend3/index.html,Bruges,Flemish
MASTER of the Legend of Saint Ursula (II),(active 1480-1520),Northern Renaissance,painter,https://www.wga.hu/html/m/master/legend2/index.html,Cologne,German
MASTER of the Legend of Saint. Ursula (I),(active 1480-1500),Northern Renaissance,painter,https://www.wga.hu/html/m/master/legend1/index.html,Bruges,Flemish
MASTER of the Life of Saint John the Baptist,(active 1325-1350),Medieval,painter,https://www.wga.hu/html/m/master/life_bap/index.html,Rimini,Italian
MASTER of the Life of the Virgin,(active 1463-1480),Northern Renaissance,painter,https://www.wga.hu/html/m/master/life/index.html,Cologne,German
MASTER of the Lille Adoration,(active 1510-1530),Northern Renaissance,painter,https://www.wga.hu/html/m/master/lille/index.html,Antwerp,Flemish
MASTER of the Lyversberg Passion,(active 1460-1490),Northern Renaissance,painter,https://www.wga.hu/html/m/master/lyversbe/index.html,Cologne,German
MASTER of the Mascoli Altar,(active 1425-1450),Early Renaissance,sculptor,https://www.wga.hu/html/m/master/mascoli/index.html,Venice,Italian
MASTER of the Munich Marian Panels,(active c. 1450),Northern Renaissance,painter,https://www.wga.hu/html/m/master/marian/index.html,Munich,German
MASTER of the Osservanza,(active 1430-1450),Early Renaissance,painter,https://www.wga.hu/html/m/master/osservan/index.html,Siena,Italian
MASTER of the Palazzo Venezia Madonna,(active c. 1350),Medieval,painter,https://www.wga.hu/html/m/master/palazzo/index.html,Siena,Italian
MASTER of the Parrot,(active 1525-1550),High Renaissance,painter,https://www.wga.hu/html/m/master/parrot/index.html,Antwerp,Flemish
MASTER of the Pesaro Crucifix,(active 1380-1400),Medieval,painter,https://www.wga.hu/html/m/master/pesaro/index.html,Venice,Italian
MASTER of the Pfullendorf Altar,(active c. 1500),Northern Renaissance,painter,https://www.wga.hu/html/m/master/pfullend/index.html,Germany,German
MASTER of the Piccolomini Madonna,(active 1450-1500),Early Renaissance,sculptor,https://www.wga.hu/html/m/master/piccolom/index.html,Siena,Italian
MASTER of the Pietà,(active 1350-1375),Medieval,painter,https://www.wga.hu/html/m/master/pieta/index.html,Siena,Italian
MASTER of the Playing Cards,(active 1435-1450),Northern Renaissance,graphic,https://www.wga.hu/html/m/master/playing/index.html,UpperRhine,German
MASTER of the Polling Panels,(active 1435-1450),Northern Renaissance,painter,https://www.wga.hu/html/m/master/polling/index.html,UpperBavaria,German
MASTER of the Prodigal Son,(active 1530-1560),Mannerism,painter,https://www.wga.hu/html/m/master/prodigal/index.html,Antwerp,Flemish
MASTER of the Registrum Gregorii,(active c. 972-1000),Medieval,illuminator,https://www.wga.hu/html/m/master/gregorii/index.html,Trier,German
MASTER of the St. Bartholomew Altar,(active 1470-1510),Northern Renaissance,painter,https://www.wga.hu/html/m/master/bartholo/index.html,Cologne,German
MASTER of the Story of Griselda,(active 1490s),Early Renaissance,painter,https://www.wga.hu/html/m/master/griselda/index.html,Siena,Italian
MASTER of the Straus Madonna,(active 1385-1415),Early Renaissance,painter,https://www.wga.hu/html/m/master/straus/index.html,Florence,Italian
MASTER of the Tegernsee Passion,(active 1430-1450),Northern Renaissance,painter,https://www.wga.hu/html/m/master/tegernse/index.html,Germany,German
MASTER of the Trebon Altarpiece,(active 1380-1400),Medieval,painter,https://www.wga.hu/html/m/master/trebon/index.html,Bohemia,Bohemian
MASTER of the Vienna Adoration,(active around 1410),Northern Renaissance,painter,https://www.wga.hu/html/m/master/vienna/index.html,Austria,Austrian
MASTER of the View of Ste Gudule,(active c. 1480),Northern Renaissance,painter,https://www.wga.hu/html/m/master/gudule/index.html,Brussels,Flemish
MASTER of the Virgo inter Virgines,(active 1470-1500),Northern Renaissance,painter,https://www.wga.hu/html/m/master/virgo/index.html,Delft,Netherlandish
MASTER of the Votive Panel of Sankt Lambrecht,(active around 1430),Northern Renaissance,painter,https://www.wga.hu/html/m/master/votive/index.html,Austria,Austrian
"MATEJKO, Jan",(1838-1893),Realism,painter,https://www.wga.hu/html/m/matejko/index.html,Poland,Polish
"MATES, Joan",(c. 1370-1431),Medieval,painter,https://www.wga.hu/html/m/mates/index.html,Catalonia,Catalan
"MATHAM, Jacob",(1571-1631),Baroque,graphic,https://www.wga.hu/html/m/matham/jacob/index.html,Antwerp,Netherlandish
"MATHAM, Theodor",(c. 1605-1676),Baroque,graphic,https://www.wga.hu/html/m/matham/theodor/index.html,Haarlem,Dutch
"MATHEY, Jean Baptiste",(c. 1630-c. 1696),Baroque,architect,https://www.wga.hu/html/m/mathey/index.html,Prague,French
"MATTEINI, Teodoro",(1754-1831),Romanticism,painter,https://www.wga.hu/html/m/matteini/index.html,Venice,Italian
"MATTEIS, Paolo de",(1662-1728),Rococo,painter,https://www.wga.hu/html/m/matteis/index.html,Italy,Italian
MATTEO DA CAMPIONE,(c. 1335-1396),Medieval,architect,https://www.wga.hu/html/m/matte/index.html,Italy,Italian
MATTEO DI PACINO,(active 1359-1374),Medieval,painter,https://www.wga.hu/html/m/matteo_p/index.html,Florence,Italian
MATTEO DI SER CAMBIO,(active 1377-1427),Early Renaissance,illuminator,https://www.wga.hu/html/m/matteo_c/index.html,Perugia,Italian
MATTEO di Giovanni,(c. 1430-1495),Early Renaissance,painter,https://www.wga.hu/html/m/matteo/index.html,Siena,Italian
MATTHEW PARIS,(c. 1200-1259),Medieval,illuminator,https://www.wga.hu/html/m/matthew/index.html,England,English
"MATTHIEU, Georg David",(1737-1778),Rococo,painter,https://www.wga.hu/html/m/matthieu/index.html,Germany,German
"MAUFRA, Maxime",(1861-1918),Impressionism,painter,https://www.wga.hu/html/m/maufra/index.html,France,French
"MAULBERTSCH, Franz Anton",(1724-1796),Rococo,painter,https://www.wga.hu/html/m/maulbert/index.html,Austria,Austrian
"MAUPERCHÉ, Henri",(1602-1686),Baroque,painter,https://www.wga.hu/html/m/mauperch/index.html,Paris,French
"MAUREAU, Alphonse",(active 1870s),Impressionism,painter,https://www.wga.hu/html/m/maureau/index.html,Paris,French
"MAURER, Hubert",(1738-1818),Neoclassicism,painter,https://www.wga.hu/html/m/maurer/index.html,Vienna,Austrian
"MAUVE, Anton",(1838-1888),Impressionism,painter,https://www.wga.hu/html/m/mauve/index.html,TheHague,Dutch
"MAY, Edward Harrison",(1824-1887),Realism,painter,https://www.wga.hu/html/m/may/index.html,Paris,American
"MAYER, Marie-Constance",(1775-1821),Rococo,painter,https://www.wga.hu/html/m/mayer/index.html,Paris,French
"MAYR, Johann Ulrich",(1630-1704),Baroque,painter,https://www.wga.hu/html/m/mayr/index.html,Augsburg,German
"MAZENTA, Giovanni Ambrogio",(1565-1635),Baroque,architect,https://www.wga.hu/html/m/mazenta/index.html,Bologna,Italian
"MAZIÈRE, Simon",(1648-c. 1721),Baroque,sculptor,https://www.wga.hu/html/m/maziere/index.html,France,French
"MAZO, Juan Bautista Martinez del",(1610/15-1667),Baroque,painter,https://www.wga.hu/html/m/mazo/index.html,Madrid,Spanish
"MAZONE, Giovanni",(active 1453-1512),Early Renaissance,painter,https://www.wga.hu/html/m/mazone/index.html,Liguria,Italian
"MAZZA, Giuseppe Maria",(1653-1741),Baroque,sculptor,https://www.wga.hu/html/m/mazza/index.html,Bologna,Italian
"MAZZA, Tommaso del",(active 1375-1391),Medieval,painter,https://www.wga.hu/html/m/mazza_t/index.html,Florence,Italian
"MAZZANTI, Ludovico",(1686-1775),Rococo,painter,https://www.wga.hu/html/m/mazzanti/index.html,Italy,Italian
"MAZZETTI TENCALLA, Carpoforo",(1685-1743),Rococo,sculptor,https://www.wga.hu/html/m/mazzetti/index.html,Venice,Italian
"MAZZIERE, Agnolo di Domenico",(c. 1466-1513),Early Renaissance,painter,https://www.wga.hu/html/m/mazziere/index.html,Florence,Italian
"MAZZOLA BEDOLI, Girolamo",(1500-c. 1569),Mannerism,painter,https://www.wga.hu/html/m/mazzola/index.html,Parma,Italian
"MAZZOLA, Giuseppe",(1748-1838),Neoclassicism,painter,https://www.wga.hu/html/m/mazzola1/index.html,Italy,Italian
"MAZZOLANI, Giuseppe",(1842-1916),Realism,graphic,https://www.wga.hu/html/m/mazzolan/index.html,Ferrara,Italian
"MAZZOLINO, Ludovico",(c. 1480-after 1528),High Renaissance,painter,https://www.wga.hu/html/m/mazzolin/index.html,Ferrara,Italian
"MAZZONI, Guido",(c. 1450-1518),Early Renaissance,sculptor,https://www.wga.hu/html/m/mazzoni/guido/index.html,Modena,Italian
"MAZZONI, Sebastiano",(c. 1611-1678),Baroque,painter,https://www.wga.hu/html/m/mazzoni/sebastia/index.html,Venice,Italian
"MAZZUOLI, Giuseppe",(1643-1725),Baroque,sculptor,https://www.wga.hu/html/m/mazzuoli/index.html,Siena,Italian
"MCCULLOCH, Horatio",(1805-1867),Romanticism,painter,https://www.wga.hu/html/m/mcculloc/index.html,Edinburgh,Scottish
"MCNICOLL, Helen Galloway",(1879-1915),Impressionism,painter,https://www.wga.hu/html/m/mcnicoll/index.html,Other,Other
"MECKEL, Adolf von",(1856-1893),Realism,painter,https://www.wga.hu/html/m/meckel/index.html,Berlin,German
"MECKENEM, Israhel van the Younger",(1440/45-1503),Northern Renaissance,graphic,https://www.wga.hu/html/m/meckenem/index.html,Germany,German
"MEDARD, Jules-Ferdinand",(c. 1855-1925),Realism,painter,https://www.wga.hu/html/m/medard/index.html,France,French
"MEDNYÁNSZKY, László",(1852-1919),Realism,painter,https://www.wga.hu/html/m/mednyans/index.html,Hungary,Hungarian
"MEDUNA, Giovanni Battista",(1800-1880),Romanticism,architect,https://www.wga.hu/html/m/meduna/index.html,Venice,Italian
"MEHUS, Livio",(c. 1630-1691),Baroque,painter,https://www.wga.hu/html/m/mehus/index.html,Florence,Flemish
"MEI, Bernardino",(1612-1676),Baroque,painter,https://www.wga.hu/html/m/mei/index.html,Rome,Italian
"MEIFRÉN Y ROIG, Eliseo",(1859-1940),Impressionism,painter,https://www.wga.hu/html/m/meifren/index.html,Catalonia,Catalan
"MEISSONIER, Jean-Louis-Ernest",(1815-1891),Romanticism,painter,https://www.wga.hu/html/m/meissoni/index.html,France,French
"MEISSONNIER, Juste-Aurèle",(1698-1750),Rococo,goldsmith,https://www.wga.hu/html/m/meissonn/index.html,Paris,French
"MEIT, Conrad",(c. 1480-1550),Northern Renaissance,sculptor,https://www.wga.hu/html/m/meit/index.html,Germany,German
"MEKEREN, Jan van",(1658-1733),Baroque,cabinet-maker,https://www.wga.hu/html/m/mekeren/index.html,Netherlands,Dutch
"MELBYE, Anton",(1818-1875),Romanticism,painter,https://www.wga.hu/html/m/melbye/index.html,Denmark,Danish
MELIORE,(active 1260-80),Medieval,painter,https://www.wga.hu/html/m/meliore/index.html,Florence,Italian
"MELLAN, Claude",(1598-1688),Baroque,graphic,https://www.wga.hu/html/m/mellan/index.html,Paris,French
"MELLIN, Charles",(c. 1600-1649),Baroque,painter,https://www.wga.hu/html/m/mellin/index.html,Rome,French
"MELONE, Altobello",(c. 1485-c. 1543),High Renaissance,painter,https://www.wga.hu/html/m/melone/index.html,Cremona,Italian
MELOZZO DA FORLI,(1438-1494),Early Renaissance,painter,https://www.wga.hu/html/m/melozzo/index.html,Italy,Italian
"MELZI, Francesco",(1493-1570),High Renaissance,painter,https://www.wga.hu/html/m/melzi/index.html,Italy,Italian
"MELÉNDEZ, Luis",(1716-1780),Rococo,painter,https://www.wga.hu/html/m/melendez/index.html,Spain,Spanish
"MEMBERGER, Kaspar the Elder",(c. 1555-1618),Mannerism,painter,https://www.wga.hu/html/m/memberge/index.html,Switzerland,Swiss
"MEMLING, Hans",(c. 1440-1494),Northern Renaissance,painter,https://www.wga.hu/html/m/memling/index.html,Bruges,Flemish
"MEMMI, Lippo",(c. 1285-c. 1361),Medieval,painter,https://www.wga.hu/html/m/memmi/index.html,Siena,Italian
MEMMO DI FILIPPUCCIO,(active 1288–1324),Medieval,painter,https://www.wga.hu/html/m/memmo/index.html,Italy,Italian
"MENA, Pedro de",(1628-1688),Baroque,sculptor,https://www.wga.hu/html/m/mena/index.html,Spain,Spanish
MENEGHELLO di Giovanni de' Canali,(doc. 1383-1427),Early Renaissance,painter,https://www.wga.hu/html/m/meneghel/index.html,Zadar,Italian
"MENESES OSORIO, Francisco",(c. 1640-1721),Baroque,painter,https://www.wga.hu/html/m/meneses/index.html,Seville,Spanish
"MENGHINI, Niccolò",(1610-1665),Baroque,sculptor,https://www.wga.hu/html/m/menghini/index.html,Rome,Italian
"MENGOZZI COLONNA, Girolamo",(1688-1774),Rococo,painter,https://www.wga.hu/html/m/mengozzi/index.html,Venice,Italian
"MENGS, Anton Raphael",(1728-1779),Baroque,painter,https://www.wga.hu/html/m/mengs/index.html,Germany,German
"MENJAUD, Alexandre",(1773-1832),Neoclassicism,painter,https://www.wga.hu/html/m/menjaud/index.html,Paris,French
"MENZEL, Adolph von",(1815-1905),Realism,painter,https://www.wga.hu/html/m/menzel/index.html,Berlin,German
"MERANO, Giovanni Battista",(1632-1698),Baroque,painter,https://www.wga.hu/html/m/merano/index.html,Italy,Italian
"MERCIER, Philip",(c. 1689-1760),Rococo,painter,https://www.wga.hu/html/m/mercier/index.html,London,French
"MERCIÉ, Antonin",(1845-1916),Realism,sculptor,https://www.wga.hu/html/m/mercie/index.html,Paris,French
"MERCK, Jacob Fransz. van der",(c. 1610-1664),Baroque,painter,https://www.wga.hu/html/m/merc/index.html,Netherlands,Dutch
"MERCK, Johann Christof",(active 1695-1726),Baroque,painter,https://www.wga.hu/html/m/merck/index.html,Berlin,German
"MERIAN, Matthäus the Elder",(1593-1650),Baroque,graphic,https://www.wga.hu/html/m/merian/elder/index.html,Switzerland,Swiss
"MERIAN, Matthäus the Younger",(1621-1687),Baroque,painter,https://www.wga.hu/html/m/merian/younger/index.html,Switzerland,Swiss
"MERSSEMAN, Auguste Joseph Marie de",(1808-1879),Realism,painter,https://www.wga.hu/html/m/merssema/index.html,Antwerp,Belgian
"MERVILLE, Karl Georg",(1751-1798),Rococo,sculptor,https://www.wga.hu/html/m/merville/index.html,Vienna,Austrian
"MERYON, Charles",(1821-1868),Realism,graphic,https://www.wga.hu/html/m/meryon/index.html,Paris,French
"MESA, Juan de",(1583-1627),Baroque,sculptor,https://www.wga.hu/html/m/mesa/index.html,Seville,Spanish
"MESSERSCHMIDT, Franz Xaver",(1736-1783),Rococo,sculptor,https://www.wga.hu/html/m/messersc/index.html,Austria,Austrian
"MESSMER, Franz",(1728-1773),Rococo,painter,https://www.wga.hu/html/m/messmer/index.html,Vienna,Austrian
"METCALF, Willard Leroy",(1858-1925),Impressionism,painter,https://www.wga.hu/html/m/metcalf/index.html,United States,American
"METSU, Gabriel",(1629-1667),Baroque,painter,https://www.wga.hu/html/m/metsu/index.html,Leiden,Dutch
"METZ, Conrad Martin",(1749-1827),Rococo,graphic,https://www.wga.hu/html/m/metz/index.html,Germany,German
"MEUCCI, Vincenzo",(1694-1766),Rococo,painter,https://www.wga.hu/html/m/meucci/index.html,Florence,Italian
"MEULEN, Adam Frans van der",(1632-1690),Baroque,painter,https://www.wga.hu/html/m/meulen/index.html,Flanders,Flemish
"MEULEN, Steven van der",(active 1543-1568),Northern Renaissance,painter,https://www.wga.hu/html/m/meulen_s/index.html,London,Netherlandish
"MEULENER, Pieter",(1602-1654),Baroque,painter,https://www.wga.hu/html/m/meulener/index.html,Flanders,Flemish
"MEUNIER, Constantin",(1831-1905),Realism,sculptor,https://www.wga.hu/html/m/meunier/index.html,Brussels,Belgian
"MEYNIER, Charles",(1768-1832),Neoclassicism,painter,https://www.wga.hu/html/m/meynier/index.html,Paris,French
"MEYRING, Heinrich",(c. 1638-1723),Baroque,sculptor,https://www.wga.hu/html/m/meyring/index.html,Venice,German
"MEYTENS, Martin van, II",(1695-1770),Baroque,painter,https://www.wga.hu/html/m/mijtens/martin2/index.html,Austria,Austrian
"MICHALLON, Achille-Etna",(1796-1822),Neoclassicism,painter,https://www.wga.hu/html/m/michallo/index.html,Paris,French
"MICHAU, Théobald",(1676-1765),Baroque,painter,https://www.wga.hu/html/m/michau/index.html,Antwerp,Flemish
"MICHEL, Georges",(1763-1843),Romanticism,painter,https://www.wga.hu/html/m/michel/index.html,France,French
MICHELE DA FIRENZE,(active c. 1404-1443),Early Renaissance,sculptor,https://www.wga.hu/html/m/michele/firenze/index.html,Florence,Italian
MICHELE DA VERONA,(c. 1470-c. 1536),High Renaissance,painter,https://www.wga.hu/html/m/michele/verona/index.html,Verona,Italian
