ARTIST,BIRTH DATA,PROFESSION,SCHOOL,URL
"ASHBEE, Charles Robert","(b. 1863, Isleworth, d. 1942, Godden Green, Kent)",architect,English,https://www.wga.hu/bio/a/ashbee/biograph.html
"ASHFORD, William","(b. ca. 1746, Birmingham, d. 1824, Dublin)",painter,Irish,https://www.wga.hu/bio/a/ashford/biograph.html
"ASHTON, Julian Rossi","(b. 1851, Surrey, d. 1942, Sidney)",painter,Other,https://www.wga.hu/bio/a/ashton/biograph.html
"ASPERTINI, Amico","(b. ca. 1475, Bologna, d. 1552, Bologna)",painter,Italian,https://www.wga.hu/bio/a/aspertin/biograph.html
"ASPETTI, Tiziano","(b. ca. 1559, Padova, d. 1606, Pisa)",sculptor,Italian,https://www.wga.hu/bio/a/aspetti/biograph.html
"ASSCHE, Henri van","(b. 1774, Bruxelles, d. 1841, Bruxelles)",painter,Belgian,https://www.wga.hu/bio/a/assche/biograph.html
"ASSELYN, Jan","(b. ca. 1610, Dieppe, d. 1652, Amsterdam)",painter,Dutch,https://www.wga.hu/bio/a/asselyn/biograph.html
"ASSERETO, Gioachino","(b. 1600, Genova, d. 1649, Genova)",painter,Italian,https://www.wga.hu/bio/a/assereto/biograph.html
"ASSTEYN, Bartholomeus","(b. 1607, Dordrecht, d. after 1667, Dordrecht)",painter,Dutch,https://www.wga.hu/bio/a/assteyn/biograph.html
"AST, Balthasar van der","(b. 1594, Middelburg, d. 1657, Delft)",painter,Dutch,https://www.wga.hu/bio/a/ast/biograph.html
"ASTOR, Diego de","(b. ca. 1587, Mechelen, d. ca. 1650, Madrid)",graphic artist,Spanish,https://www.wga.hu/bio/a/astor/biograph.html
"ASTRUC, Zacharie","(b. 1833, Angers, d. 1907, Paris)",painter,French,https://www.wga.hu/bio/a/astruc/biograph.html
ATTAVANTE DEGLI ATTAVANTI,"(b. 1452, Castelfiorentino, d. ca. 1525, Firenze)",illuminator,Italian,https://www.wga.hu/bio/a/attavant/biograph.html
"ATTIRET, Claude-François","(b. 1728, Dôle, Jura, d. 1804, Dôle)",sculptor,French,https://www.wga.hu/bio/a/attiret/biograph.html
"AUBERT, Jean","(active 1702, d. 1741, Paris)",architect,French,https://www.wga.hu/bio/a/aubert/biograph.html
"AUBRY, Etienne","(b. 1745, Versailles, d. 1781, Versailles)",painter,French,https://www.wga.hu/bio/a/aubry/biograph.html
"AUDRAN, Claude III","(b. 1658, Lyon, d. 1734, Paris)",painter,French,https://www.wga.hu/bio/a/audran/claude3/biograph.html
"AUDRAN, Jean","(b. 1667, Lyon, d. 1756, Paris)",graphic artist,French,https://www.wga.hu/bio/a/audran/jean/biograph.html
"AUDUBON, John James","(b. 1785,  Les Cayes, Haiti, d. 1851, New York)",graphic artist,American,https://www.wga.hu/bio/a/audubon/biograph.html
"AUGUSTIN, Jean-Baptiste-Jacques","(b. 1759, Saint-Dié, d. 1832, Paris)",miniaturist,French,https://www.wga.hu/bio/a/augustin/biograph.html
"AVANZI, Jacopo",(active 1363-1384),painter,Italian,https://www.wga.hu/bio/a/avanzi/biograph.html
"AVED, Jacques-André-Joseph","(b. 1702, Douai, d. 1766, Paris)",painter,French,https://www.wga.hu/bio/a/aved/biograph.html
"AVELINE, Antoine","(b. 1691, Paris, d. 1743, Paris)",graphic artist,French,https://www.wga.hu/bio/a/aveline/antoine/biograph.html
"AVELINE, Pierre-Alexandre","(b. 1702, Paris, d. 1760, Paris)",graphic artist,French,https://www.wga.hu/bio/a/aveline/pierre/biograph.html
"AVELLI, Francesco Xanto","(b. ca. 1487, Rovigo, d. ca. 1542, Urbino)",painter,Italian,https://www.wga.hu/bio/a/avelli/biograph.html
"AVERCAMP, Barend","(b. ca. 1612, Kampen, d. 1679, Kampen)",painter,Dutch,https://www.wga.hu/bio/a/avercamp/barend/biograph.html
"AVERCAMP, Hendrick","(b. 1585, Amsterdam, d. 1634, Kampen)",painter,Dutch,https://www.wga.hu/bio/a/avercamp/hendrick/biograph.html
"AYALA, Josefa de","(b. 1630, Sevilla, d. 1684, Óbidos)",painter,Portuguese,https://www.wga.hu/bio/a/ayala/biograph.html
"AZEGLIO, Massimo Taparelli, Marquis d'","(b. 1798, Torino, d. 1866, Torino)",painter,Italian,https://www.wga.hu/bio/a/azeglio/biograph.html
"BABOCCIO DA PIPERNO, Antonio","(b. ca. 1351, Piperno, d. 1435, Piperno)",sculptor,Italian,https://www.wga.hu/bio/b/baboccio/biograph.html
"BABUREN, Dirck van","(b. ca. 1595, Wijk bij Duurstede, d. 1624, Utrecht)",painter,Dutch,https://www.wga.hu/bio/b/baburen/biograph.html
"BACCANELLI, Giovanni Antonio di Giulio",(documented 1630-1661 in Florence),graphic artist,Italian,https://www.wga.hu/bio/b/baccanel/biograph.html
BACCHIACCA,"(b. 1494, Firenze, d. 1557, Firenze)",painter,Italian,https://www.wga.hu/bio/b/bacchiac/biograph.html
BACCIO d'Agnolo,"(b. 1462, Firenze, d. 1543, Firenze)",sculptor,Italian,https://www.wga.hu/bio/b/baccio/biograph.html
"BACHELIER, Nicolas","(b. 1500, Arras, d. 1557, Toulouse)",architect,French,https://www.wga.hu/bio/b/bachelie/biograph.html
BACICCIO,"(b. 1639, Genova, d. 1709, Roma)",painter,Italian,https://www.wga.hu/bio/b/baciccio/biograph.html
"BACKER, Jacob Adriaensz.","(b. 1608, Amsterdam, d. 1651, Amsterdam)",painter,Dutch,https://www.wga.hu/bio/b/backer/biograph.html
"BACKER, Jacob de","(b. 1555/60, Antwerpen, d. 1585/90, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/b/backerde/biograph.html
"BACKHUYSEN, Ludolf","(b. 1630, Emden, d. 1708, Amsterdam)",painter,Dutch,https://www.wga.hu/bio/b/backhuys/biograph.html
"BACON, John","(b. 1740, London, d. 1799, London)",sculptor,English,https://www.wga.hu/bio/b/bacon/biograph.html
"BADALOCCHIO, Sisto","(b. 1585, Parma, d. ca. 1619, Parma)",painter,Italian,https://www.wga.hu/bio/b/badalocc/biograph.html
"BAEGERT, Derick","(b. ca. 1440, Wesel?, d. ca. 1515, Wesel?)",painter,German,https://www.wga.hu/bio/b/baegert/biograph.html
"BAELLIEUR, Cornelis de","(b. 1607, Antwerpen, d. 1671, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/b/baellieu/biograph.html
"BAEN, Jan de","(b. 1633, Haarlem, d. 1702, Den Haag)",painter,Dutch,https://www.wga.hu/bio/b/baen/biograph.html
"BAERS, Johannes",(active 1624-1641 in Utrecht),painter,Dutch,https://www.wga.hu/bio/b/baers/biograph.html
"BAERTSOEN, Albert","(b. 1866, Gent, d. 1922, Gent)",painter,Belgian,https://www.wga.hu/bio/b/baertsoe/biograph.html
"BAERZE, Jacques de",(active 1390s in Dijon),sculptor,French,https://www.wga.hu/bio/b/baerz/biograph.html
"BAGLIONE, Cesare","(b. ca. 1545, Cremona, d. 1615)",painter,Italian,https://www.wga.hu/bio/b/baglion/biograph.html
"BAGLIONE, Giovanni","(b. ca. 1566, Roma d. 1643, Roma)",painter,Italian,https://www.wga.hu/bio/b/baglione/biograph.html
"BAILLIE SCOTT, Mackay Hugh","(b. 1865, Ramsgate, d. 1945, Brighton)",architect,English,https://www.wga.hu/bio/b/baillie/biograph.html
"BAILLY, David","(b. 1584, Leiden, d. 1657, Leiden)",painter,Dutch,https://www.wga.hu/bio/b/bailly/biograph.html
"BAILLY, Jacques I","(b. ca. 1634, Graçay, d. 1679, Paris)",miniaturist,French,https://www.wga.hu/bio/b/bailly_j/1/biograph.html
"BAILLY, Jacques II","(b. ca. 1700, Paris, d. 1768, Paris)",painter,French,https://www.wga.hu/bio/b/bailly_j/2/biograph.html
"BALASSI, Mario","(b. 1604, Firenze, d. 1667, Firenze)",painter,Italian,https://www.wga.hu/bio/b/balassi/biograph.html
"BALAT, Alphonse","(b. 1818, Gochenée, d. 1895, Ixelles)",architect,Belgian,https://www.wga.hu/bio/b/balat/biograph.html
BALDASSARE D' ESTE,"(b. 1432, Reggio Emilia, d. 1506, Ferrara)",painter,Italian,https://www.wga.hu/bio/b/baldassa/biograph.html
"BALDI, Lazzaro","(b. 1623, Pistoia, d. 1703, Roma)",painter,Italian,https://www.wga.hu/bio/b/baldi/biograph.html
"BALDINI, Baccio","(b. 1436, ?, d. 1487, Firenze)",graphic artist,Italian,https://www.wga.hu/bio/b/baldini/biograph.html
"BALDOVINETTI, Alessio","(b. ca.1425, Firenze, d. 1499, Firenze)",painter,Italian,https://www.wga.hu/bio/b/baldovin/biograph.html
"BALDRIGHI, Giuseppe","(b. 1723, Stradella, d. 1803, Parma)",painter,Italian,https://www.wga.hu/bio/b/baldrigh/biograph.html
"BALDUCCI, Giovanni","(b. ca. 1560, Firenze, d. after 1631, Napoli)",painter,Italian,https://www.wga.hu/bio/b/balducc/biograph.html
"BALDUCCI, Matteo","(b. before 1509, Fontignano, d. 1554, Citta della Pieve)",painter,Italian,https://www.wga.hu/bio/b/balducci/biograph.html
"BALDUNG GRIEN, Hans","(b. 1484/85, Schwäbisch-Gmünd, d. 1545, Strasbourg)",painter,German,https://www.wga.hu/bio/b/baldung/biograph.html
"BALEN, Hendrick van","(b. 1575, Antwerpen, d. 1632, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/b/balen/biograph.html
"BALESTRA, Antonio","(b. 1666, Verona, d. 1740, Verona)",painter,Italian,https://www.wga.hu/bio/b/balestra/biograph.html
"BALLU, Théodore","(b. 1817, Paris, d. 1885, Paris)",architect,French,https://www.wga.hu/bio/b/ballu/biograph.html
"BALTARD, Louis-Pierre","(b. 1764, Paris, d. 1846, Lyon)",architect,French,https://www.wga.hu/bio/b/baltard/louis/biograph.html
"BALTARD, Victor","(b. 1805, Paris, d. 1874, Paris)",architect,French,https://www.wga.hu/bio/b/baltard/victor/biograph.html
"BALTENS, Peeter","(b. ca. 1527, Antwerpen, d. before 1584, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/b/baltens/biograph.html
"BALZICO, Alfonso","(b. 1825, Cava de' Tirreni, d. 1901, Roma)",sculptor,Italian,https://www.wga.hu/bio/b/balzico/biograph.html
BAMBAIA,"(b. 1483, Busto Arsizio, d. 1548, Milano)",sculptor,Italian,https://www.wga.hu/bio/b/bambaia/biograph.html
"BAMBINI, Nicolò","(b. 1651, Venezia, d. 1736, Venezia)",painter,Italian,https://www.wga.hu/bio/b/bambini/biograph.html
"BANDHAUER, Gottfried","(b. 1790, Rosslau, d. 1827, Rosslau)",architect,German,https://www.wga.hu/bio/b/bandhaue/biograph.html
"BANDINELLI, Baccio","(b. 1493, Firenze, d. 1560, Firenze)",sculptor,Italian,https://www.wga.hu/bio/b/bandinel/biograph.html
"BANDINI, Giovanni","(b. 1540, Castello, d. 1599, Firenze)",sculptor,Italian,https://www.wga.hu/bio/b/bandini/biograph.html
"BANKS, Thomas","(b. 1735, London, d. 1805, London)",painter,English,https://www.wga.hu/bio/b/banks/biograph.html
"BANTI, Cristiano","(b. 1824, Santa Croce sull'Arno, d. 1904, Montemurlo)",painter,Italian,https://www.wga.hu/bio/b/banti/biograph.html
"BARABÁS, Miklós","(b. 1810, Kézdimárkosfalva, d. 1898, Budapest)",painter,Hungarian,https://www.wga.hu/bio/b/barabas/biograph.html
"BARATTA, Giovanni di Isidoro","(b. 1670, Carrara, d. 1747, Carrara)",sculptor,Italian,https://www.wga.hu/bio/b/baratta/giovanni/biograph.html
"BARATTA, Pietro","(b. 1668, Carrara, d. 1729, Carrara)",sculptor,Italian,https://www.wga.hu/bio/b/baratta/pietro/biograph.html
"BARBARI, Jacopo de'","(b. ca. 1445, Venezia, d. 1516, Bruxelles)",painter,Italian,https://www.wga.hu/bio/b/barbari/biograph.html
"BARBARO, Daniele","(b. 1514, Venezia, d. 1570, Venezia)",architect,Italian,https://www.wga.hu/bio/b/barbaro/biograph.html
"BARBAULT, Jean","(b. 1718, Viarmes, d. 1762, Roma)",painter,French,https://www.wga.hu/bio/b/barbault/biograph.html
"BARBEDIENNE, Ferdinand","(b. 1810, Calvados, d. 1892, Paris)",sculptor,French,https://www.wga.hu/bio/b/barbedie/biograph.html
"BARBIERI, Paolo Antonio","(b. 1603, Cento, d. 1649, Cento)",painter,Italian,https://www.wga.hu/bio/b/barbieri/biograph.html
"BARDELLINO, Pietro","(b. 1728, Napoli, d. 1819, Napoli)",painter,Italian,https://www.wga.hu/bio/b/bardelli/biograph.html
"BARENDSZ., Dirck","(b. 1534, Amsterdam, d. 1592, Amsterdam)",painter,Dutch,https://www.wga.hu/bio/b/barendsz/biograph.html
"BARKER, Thomas","(b. 1769, Pntypool, d. 1847, Bath)",painter,English,https://www.wga.hu/bio/b/barker/thomas/biograph.html
"BARKER, Thomas Jones","(b. 1813, Bath, d. 1882, London) ",painter,English,https://www.wga.hu/bio/b/barker/thomas1/biograph.html
BARNA DA SIENA,(active in mid-14th century),painter,Italian,https://www.wga.hu/bio/b/barna/biograph.html
BARNABA DA MODENA,(active 1361-1383),painter,Italian,https://www.wga.hu/bio/b/barnaba/biograph.html
"BARÓ, Berthomeu",(documented 1467-1481 in Valencia),painter,Spanish,https://www.wga.hu/bio/b/baro/biograph.html
"BAROCCI, Federico Fiori","(b. 1526, Urbino, d. 1612, Urbino)",painter,Italian,https://www.wga.hu/bio/b/barocci/biograph.html
"BAROIS, François","(b. 1656, Paris, d. 1726, Paris)",sculptor,French,https://www.wga.hu/bio/b/barois/biograph.html
"BARON, Bernard","(b. 1696, Paris, d. 1762, London)",graphic artist,French,https://www.wga.hu/bio/b/baron/biograph.html
"BARONCELLI, Niccolò","(active 1434, d. 1453, Firenze)",sculptor,Italian,https://www.wga.hu/bio/b/baroncel/biograph.html
"BARONZIO, Giovanni","(active ca. 1326, d. ca. 1362, Rimini)",painter,Italian,https://www.wga.hu/bio/b/baronzio/biograph.html
"BAROVIER, Angelo","(b. ca. 1400, Murano, d. 1460, Murano)",glass painter,Italian,https://www.wga.hu/bio/b/barovier/biograph.html
"BARRA, Didier","(b. 1590, Metz, d. 1644, Napoli)",painter,French,https://www.wga.hu/bio/b/barra/biograph.html
"BARRAUD, William","(b. 1810, Lambeth, d. 1850, Kensington)",painter,English,https://www.wga.hu/bio/b/barraud/biograph.html
"BARRE, Jean-August","(b. 1811, Paris, d. 1896, Paris)",sculptor,French,https://www.wga.hu/bio/b/barre/son/biograph.html
"BARRE, Jean-Jacques","(b. 1793, Paris, d. 1855, Paris)",sculptor,French,https://www.wga.hu/bio/b/barre/father/biograph.html
"BARRERA, Francisco","(b. 1595, Madrid, d. 1658, Madrid)",painter,Spanish,https://www.wga.hu/bio/b/barrera/biograph.html
"BARRET, George","(b. ca. 1728, Dublin, d. 1784, London)",painter,Irish,https://www.wga.hu/bio/b/barret/biograph.html
"BARRIAS, Louis-Ernest","(b. 1841, Paris, d. 1905, Paris)",sculptor,French,https://www.wga.hu/bio/b/barrias/biograph.html
"BARRIÈRE, Dominique","(b. ca. 1618, Marseille, d. 1678, Roma)",graphic artist,French,https://www.wga.hu/bio/b/barriere/biograph.html
"BARRY, Sir Charles","(b. 1795, London, d. 1860, London)",architect,English,https://www.wga.hu/bio/b/barry/biograph.html
"BARTHEL, Melchior","(b. 1625, Dresden, d. 1672, Dresden)",sculptor,German,https://www.wga.hu/bio/b/barthel/biograph.html
"BARTHOLOMÉ, Albert","(b. 1848, Thiverval-Grignon, d. 1928, Paris)",sculptor,French,https://www.wga.hu/bio/b/bartholo/biograph.html
"BARTLETT, Paul Wayland","(b. 1865, New Haven, d. 1925, Paris)",sculptor,American,https://www.wga.hu/bio/b/bartlett/biograph.html
"BARTOLINI, Lorenzo","(b. 1777, Savignano, d. 1850, Firenze)",sculptor,Italian,https://www.wga.hu/bio/b/bartolin/biograph.html
BARTOLINO da Novara,"(d. ca. 1410, Ferrara)",architect,Italian,https://www.wga.hu/bio/b/bartolix/biograph.html
BARTOLO DI FREDI,"(b. ca. 1330, Siena, d. ca. 1410, Siena)",painter,Italian,https://www.wga.hu/bio/b/bartolo/biograph.html
BARTOLOMEO DELLA GATTA,"(b. 1448, Firenze, d. 1502)",painter,Italian,https://www.wga.hu/bio/b/bartolom/gatta/biograph.html
BARTOLOMEO DI FRUOSINO,"(b. ca. 1366, Firenze, d. 1441, Firenze)",illuminator,Italian,https://www.wga.hu/bio/b/bartolom/fruosino/biograph.html
BARTOLOMEO DI GIOVANNI,(active 1480-1510 in Florence),painter,Italian,https://www.wga.hu/bio/b/bartolom/giovanni/biograph.html
BARTOLOMEO VENETO,"(active 1502, d. 1531, Torino)",painter,Italian,https://www.wga.hu/bio/b/bartolom/veneto/biograph.html
"BARTOLOMEO, Fra","(b. 1473, Firenze, d. 1517, Pian' di Mugnone)",painter,Italian,https://www.wga.hu/bio/b/bartolom/fra/biograph.html
"BARTOLOZZI, Francesco","(b. 1727, Firenze, d. 1815, Lisboa)",graphic artist,Italian,https://www.wga.hu/bio/b/bartoloz/biograph.html
"BARTSIUS, Willem","(b. ca. 1612, Enkhuize, d. after 1639, Amsterdam)",painter,Dutch,https://www.wga.hu/bio/b/bartsius/biograph.html
"BARYE, Alfred","(b. 1839, Paris, d. 1882, Paris)",sculptor,French,https://www.wga.hu/bio/b/barye/son/biograph.html
"BARYE, Antoine-Louis","(b. 1796, Paris, d. 1875, Paris)",sculptor,French,https://www.wga.hu/bio/b/barye/father/biograph.html
"BASAITI, Marco",(active 1496-1530 in Venice),painter,Italian,https://www.wga.hu/bio/b/basaiti/biograph.html
"BASCHENIS, Evaristo","(b. 1617, Bergamo, d. 1677, Bergamo)",painter,Italian,https://www.wga.hu/bio/b/bascheni/biograph.html
"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",architect,Italian,https://www.wga.hu/bio/b/basile/biograph.html
"BASSA, Arnau",(active 1340-50),painter,Catalan,https://www.wga.hu/bio/b/bassa/arnaldo/biograph.html
"BASSA, Ferrer",(active 1324-1348),painter,Catalan,https://www.wga.hu/bio/b/bassa/ferrer/biograph.html
"BASSANO, Francesco","(b. 1549, Bassano del Grappa, d. 1592, Venezia)",painter,Italian,https://www.wga.hu/bio/b/bassano/francesc/biograph.html
"BASSANO, Jacopo","(b. ca. 1515, Bassano del Grappa, d. 1592, Bassano del Grappa)",painter,Italian,https://www.wga.hu/bio/b/bassano/jacopo/biograph.html
"BASSANO, Leandro","(b. 1557, Bassano del Grappa, d. 1622, Venezia)",painter,Italian,https://www.wga.hu/bio/b/bassano/leandro/biograph.html
"BASSEN, Bartholomeus van","(b. ca. 1590, Den Haag, d. 1652, Den Haag)",painter,Dutch,https://www.wga.hu/bio/b/bassen/biograph.html
"BASSETTI, Marcantonio","(b. 1588, Verona, d. 1630, Verona)",painter,Italian,https://www.wga.hu/bio/b/bassetti/biograph.html
"BAST, Pieter","(b. ca. 1550, Antwerpen, d. 1605, Leiden)",graphic artist,Dutch,https://www.wga.hu/bio/b/bast/biograph.html
"BASTIANI, Lazzaro","(b. ca. 1430, Venezia, d. ca. 1512, Venezia)",painter,Italian,https://www.wga.hu/bio/b/bastiani/biograph.html
"BASTIEN-LEPAGE, Jules","(b. 1848, Damvillers, Meuse, d. 1884, Paris)",painter,French,https://www.wga.hu/bio/b/bastien/biograph.html
"BATAILLE, Laurent-Edmé",(1758-1819),architect,French,https://www.wga.hu/bio/b/bataill/biograph.html
"BATAILLE, Nicolas",(c. 1330-c. 1405),tapestry weaver,French,https://www.wga.hu/bio/b/bataille/biograph.html
"BATONI, Pompeo","(b. 1708, Lucca, d. 1787, Roma)",painter,Italian,https://www.wga.hu/bio/b/batoni/biograph.html
"BATTAGGIO, Giovanni di Domenico",(active 1465-1499 in Lombardy),architect,Italian,https://www.wga.hu/bio/b/battaggi/biograph.html
"BATTEM, Gerrit van","(b. ca. 1636, Rotterdam, d. 1684, Rotterdam)",painter,Dutch,https://www.wga.hu/bio/b/battem/biograph.html
"BAUGIN, Lubin","(b. ca. 1610, Pithiviers, d. 1663, Paris)",painter,French,https://www.wga.hu/bio/b/baugin/biograph.html
"BAUM, Paul","(b. 1859, Meissen, d. 1932, San Gimignano)",painter,German,https://www.wga.hu/bio/b/baum/biograph.html
"BAUMGARTNER, Johann Wolfgang","(b. 1702, Kufstein, Tyrol, 1761, Augsburg)",painter,German,https://www.wga.hu/bio/b/baumgart/biograph.html
"BAURSCHEIT, Jan Peter van, the Elder","(b. 1669, Würmersdorf, d. 1728, Antwerpen)",sculptor,Flemish,https://www.wga.hu/bio/b/baursche/biograph.html
"BAYEU Y SUBIAS, Francisco","(b. 1734, Madrid, d. 1795, Madrid)",painter,Spanish,https://www.wga.hu/bio/b/bayeu/francisc/biograph.html
"BAYEU Y SUBIAS, Ramón","(b. 1746, Zaragoza, d. 1793, Aranjuez)",painter,Spanish,https://www.wga.hu/bio/b/bayeu/ramon/biograph.html
"BAZHENOV, Vasily","(b. ca. 1737, Dol'skoye, d. 1799, St. Petersburg)",architect,Russian,https://www.wga.hu/bio/b/bazhenov/biograph.html
"BAZILLE, Jean-Frédéric","(b. 1841, Montpellier, d. 1870, Beaune-la-Rolande)",painter,French,https://www.wga.hu/bio/b/bazille/biograph.html
"BAZZANI, Giuseppe","(b. 1690, Mantova, d. 1769, Mantova)",painter,Italian,https://www.wga.hu/bio/b/bazzani/biograph.html
"BAZZANTI, Pietro","(b. 1825, Firenze, d. 1895, Firenze)",sculptor,Italian,https://www.wga.hu/bio/b/bazzanti/biograph.html
"BEACH, Thomas","(b. 1738, Milton Abbas, d. 1806, Dorchester)",painter,English,https://www.wga.hu/bio/b/beach/biograph.html
"BEALE, Mary","(b. 1633, Barrow, d. 1699, London)",painter,English,https://www.wga.hu/bio/b/beale/biograph.html
"BEARDSLEY, Aubrey Vincent","(b. 1872, Brighton, d. 1898, Menton)",graphic artist,English,https://www.wga.hu/bio/b/beardsle/biograph.html
"BEATRIZET, Nicolas","(b. 1507, Thionville, d. 1565, Roma)",graphic artist,French,https://www.wga.hu/bio/b/beatrize/biograph.html
"BEAUBRUN, Charles","(b. 1604, Amboise, d. 1692, Paris)",painter,French,https://www.wga.hu/bio/b/beaubrun/biograph.html
"BEAUFORT, Jacques-Antoine","(b. 1721, Paris, d. 1784, Reuil)",painter,French,https://www.wga.hu/bio/b/beaufort/biograph.html
"BEAUGRANT, Guyot de","(b. ca. 1500, Lorraine, d. 1549, Elvillar)",sculptor,Netherlandish,https://www.wga.hu/bio/b/beaugran/biograph.html
"BEAUMONT, Claudio Francesco","(b. 1694, Torino, d. 1766, Torino)",painter,Italian,https://www.wga.hu/bio/b/beaumont/biograph.html
"BEAUNEVEU, André","(b. ca. 1330, Valenciennes, d. 1402, Bourges)",illuminator,French,https://www.wga.hu/bio/b/beauneve/biograph.html
"BEAUVARLET, Jacques-Firmin","(b. 1731, Abbeville, d. 1797, Paris)",graphic artist,French,https://www.wga.hu/bio/b/beauvarl/biograph.html
"BEAUX, Cecilia","(b. 1855, Philadelphia, d. 1942, Gloucester)",painter,American,https://www.wga.hu/bio/b/beaux/biograph.html
"BECCAFUMI, Domenico","(b. ca. 1486, Castel Monaperto, d. 1551, Siena)",painter,Italian,https://www.wga.hu/bio/b/beccafum/biograph.html
"BECCARUZZI, Francesco","(b. ca. 1492, Conegliano, d. before 1563, Treviso)",painter,Italian,https://www.wga.hu/bio/b/beccaruz/biograph.html
"BECK VON LEOPOLDSDORF, Hieronymus","(b. 1525, d. 1596, Ebreichsdorf)",graphic artist,Austrian,https://www.wga.hu/bio/b/beck/biograph.html
"BEECHEY, Sir William","(b. 1753, Burford, d. 1839, London)",painter,English,https://www.wga.hu/bio/b/beechey/biograph.html
"BEECKMAN, Andries",(active 1651-57 Dutch East Indies),painter,Dutch,https://www.wga.hu/bio/b/beeckman/biograph.html
"BEER, Franz","(b. 1660, Au im Bregenzerwald, d. 1726, Bezau)",architect,Austrian,https://www.wga.hu/bio/b/beer_f/franz/biograph.html
"BEER, Jan de","(b. ca. 1475, Antwerpen, d. ca. 1528, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/b/beer/biograph.html
"BEER, Johann Michael","(b. 1700, Bezau, d. 1767, Bezau)",architect,Austrian,https://www.wga.hu/bio/b/beer_f/johann/biograph.html
"BEER, Michael","(b. ca. 1605, Vorarlberg, d. 1666, Bezau)",architect,Austrian,https://www.wga.hu/bio/b/beer_f/michael/biograph.html
"BEERSTRATEN, Anthonie",(active 1635-1665 in Amsterdam),painter,Dutch,https://www.wga.hu/bio/b/beerstra/anthonie/biograph.html
"BEERSTRATEN, Jan Abrahamsz.","(b. 1622, Amsterdam, d. 1666, Amsterdam)",painter,Flemish,https://www.wga.hu/bio/b/beerstra/abrahams/biograph.html
"BEERT, Osias the Elder","(b. ca. 1580, Antwerpen, d. 1624, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/b/beert/elder/biograph.html
